system_id,latitude,longitude,easting,northing,slope,intercept,rvalue
40175,53.18654599999999,-0.8199129999999999,478952,366144,2.2392769334454816,133.48741576254304,0.6837485182008972
40283,51.423257,-0.914422,475577,169919,2.220327916347333,157.61077457047134,0.6698394728512055
40561,51.27,0.18,552173,154573,4.756010956767487,127.81850022030835,0.8426176306342547
40666,50.25,-4.95,189787,43054,4.811108475626488,85.95670102322242,0.7004693638724583
40802,50.38,-4.12,249364,55494,2.191142609673824,546.5118579113467,0.6006921934336775
40864,50.5,-4.72,207199,70223,1.4149400426649004,57.65448698097413,0.6839578688396508
41064,50.5,-4.72,207199,70223,1.4149400426649004,57.65448698097413,0.6839578688396508
41241,51.21826,-0.205418,525429,148092,1.8999900243837322,6.490327621876986,0.7585838624593567
41275,52.381973,1.1076780000000002,611600,280537,3.785427601383882,217.64616084082616,0.794893874080574
41563,52.13,1.11,612961,252527,2.815728436566405,7.606720701854101,0.9308593639960296
41607,50.875363,-0.99995,470458,108905,2.779893524320453,218.35047827407868,0.679790876492094
41620,51.03,-0.32,517905,126968,3.137057755364242,-452.61307501634053,0.6595061232024098
41680,55.89,-3.42,311285,667229,2.328199444034221,382.85527530331836,0.7077405545042035
41775,57.09,-2.81,351011,800180,21.91555271518645,22.998152102173208,0.7739311463292381
41999,52.971954,-1.088473,461310,342010,3.565294491811198,59.795266251866565,0.8036470168347851
42056,52.575825,-1.214521,453327,297845,1.823790780626187,-25.771497186532656,0.7519954043190079
42347,52.92,-1.23,451868,336119,2.915923102914185,410.58520477020943,0.7397916944518711
42586,53.679187,-0.331074,510332,421595,2.8742535245507224,234.82397337983042,0.7116136285382874
42949,52.05,-0.72,487872,239840,2.604271148215173,161.96958831504037,0.6168251448465262
43220,52.466883,-0.723727,486800,286203,2.008260672789714,393.68432888970494,0.6555383826840885
43586,50.93,-0.47,507617,115619,1.1454530513484658,214.8876615230485,0.6448859289466519
44655,50.86,0.58,581671,109892,1.070126304672202,352.1592617689771,0.6916129148857013
44836,53.83,-1.72,418526,437118,2.5001301261385103,362.1349726473495,0.6184989749363579
44926,50.81,-3.7,280321,102538,2.7016517695640037,315.4400706121769,0.6202162791391814
45027,51.39,-0.83,481505,166311,1.6416305831941196,1.2317749323935914,0.7109661673362142
45413,51.43,-1.99,400791,170110,2.5745310346000068,181.3036226561169,0.6191560400971349
45794,53.404637,-3.15485,323320,390379,2.814776199683563,521.7976631303248,0.6605180492233893
46858,54.83,-1.36,441211,548539,3.929705656207484,335.24770774471165,0.7699871343602488
47147,52.399319,-0.730248,486489,278680,2.493102969167389,-66.67472601722415,0.7866644248753909
48086,52.16,0.13,545796,253441,2.763872239530913,168.79186124941907,0.6690229515972984
48279,50.845209,-0.242026,523862,106548,3.237559094057963,242.6814871915699,0.6838935480676877
48636,51.596907,-1.251529,451941,188938,4.054715747220202,430.35085736232395,0.6717831218460574
48906,50.83,-0.26,522636,104827,1.287846764022201,125.32561801947026,0.6234833743568414
49667,51.764409,-0.491885,504172,208378,2.882607673798362,222.45976310176286,0.7401684652165301
49888,51.9,-0.66,492294,223232,0.3342658141027629,67.26098948304515,0.7807634411105356
50183,52.67,-1.06,463661,308446,1.4239747527254327,234.8321496171322,0.7437055298086601
50306,50.41,-4.24,240934,59079,0.2644136004797276,131.53010056434763,0.6351194877503403
50344,51.505791,-0.759096,486221,179269,4.560966592491034,32.87076558802994,0.7768499968386344
50659,52.535352,0.083605,541421,295093,2.1743004240204726,53.19504106209217,0.8902081700288471
50696,50.46,-4.46,225488,65132,1.8538633365878145,86.4371347246236,0.6767206116638326
50963,50.46,-4.46,225488,65132,1.7986580193912838,135.30881470596583,0.618169304073932
51037,52.76866,1.165378,613637,323704,3.2021639094678367,487.9098359103,0.6300995034786838
51345,53.38,-2.2,386793,387035,0.43156866645795966,65.61899057415286,0.6789350020782122
51545,52.05512,-0.736866,486705,240389,2.514329422762983,4.272642171194207,0.6732004890962544
51657,51.38,-0.29,519103,165937,6.631246332614291,77.41494685227462,0.9419631099060445
52840,51.023794,-0.352503,515641,126227,2.622205970861211,346.46390467166884,0.6680942537662188
53512,50.64,-2.46,367568,82357,1.8661337209345885,162.1975329528595,0.7960376886419634
54014,51.24,-0.59,498525,149924,1.162558580025058,11.829139055500207,0.6766466222560151
54627,52.92,-1.23,451868,336119,0.6957086266122667,157.74520395795693,0.6687950947358061
54756,52.05,-0.72,487872,239840,1.4026703837252399,84.73745962224103,0.6586550016771638
55313,51.27,1.21,624012,157211,1.348413011796749,216.11471047518836,0.6927163068993847
55846,51.53,-0.09,532586,182961,2.303472910658603,226.05856098170506,0.6259397005385613
56111,50.5,-4.1,251163,68795,5.444957054879802,675.8495046133329,0.6511288639666692
56270,50.35,-4.71,207299,53521,6.1520226485026015,209.719582205488,0.6781621998172239
56457,51.74,-2.28,380762,204625,7.99825998779472,177.85058310229078,0.6471604111557401
57140,50.34,-4.82,199432,52701,2.4856800337224936,236.05849018271203,0.7220539751709572
57569,52.066415,-0.123248,528744,242555,2.5082507898772075,110.13282333842255,0.6701065803206944
57640,52.525588,-1.345108,444528,292169,3.778530456652832,29.15046195699597,0.8962927636224199
57732,53.16,-2.82,345269,362855,2.1103250823950876,586.7430252831643,0.6057667384783444
57751,51.120077,-1.326222,447254,135859,2.69881389370101,485.27879152091873,0.7324708579281304
58544,50.34,-4.82,199432,52701,5.133319170930447,412.81115714045586,0.7191520061005789
58563,51.73,-2.21,385593,203497,2.5073893103867024,267.9913787338079,0.6278206528091261
58567,50.75,-4.01,258300,96415,3.344729519104893,161.71916951016044,0.7718310471153687
58595,50.14,-5.08,180015,31202,0.6992874348433288,197.9901405199134,0.6191041658926406
58701,50.93,-1.43,440154,114659,1.705485444578308,187.8838989999976,0.6648060963810799
